Fiery Mocha - Small - Nonfat Milk,1 serving,370,12g,58g,12g
Fiery Pepperoni Pizzoli,1 serving,780,39g,69g,32g
Fiery Mocha - Small - Almond Milk,1 serving,260,5g,52g,3g
Fiery Mocha - Small - Oat Milk,1 serving,360,11g,66g,6g
Fiesta Beef & Rice,1 package (255 g),290,9g,36g,16g
Fiery Turkey Stuffed Poblano Pepper,1 tray (463 g),640,44g,29g,36g
Fiesta Beef Bowl,1 container (326 g),190,5g,16g,19g
Four Cheese Risotto,1/4 cup dry mix (45 g),170,4.5g,29g,5g
Four Cheese Ravioli,1 tray (340 g),580,22g,72g,24g
Four Cheese Sacchetti,1/2 package (127 g),360,11g,51g,20g
Four Cheese Sauce,1/2 cup (125 g),70,1.5g,12g,3g
Four Cheese Rising Crust Pizza,1/6 pizza (133 g),310,9g,40g,13g
Four Cheese Risotto (85g),1/2 package (85 g),340,7g,59g,9g
Four Cheese Rosa,1/4 cup (63 g),110,10g,4g,2g
Four Cheese Risotto,1/2 cup (86 g),320,6g,56g,10g
Four Cheese Shred,1 tbsp (5 g),20,1.5g,0g,1g
Four Cheese Stuffed Sandwiches,1 sandwich (127 g),330,12g,42g,11g
Four Cheese Scalloped Potatoes,1/2 cup (140 g),170,8g,20g,5g
Four Cheese Thin & Crispy Pizza,1/3 pizza (126 g),300,14g,28g,15g
Four Cheese Tomato Thin Crust Pizza,1/2 pizza (146 g),330,8g,47g,16g
Four Cheese Tortellini,3/4 cup (65 g),250,6g,42g,8g
Four Cheese Tortellini,1 cup (100 g),300,5g,52g,11g
Four Cheese Tortellini,3/4 cup (65 g),250,6g,42g,8g
Four Cheese Tortellini,1 cup (113 g),310,6g,46g,13g
Four Cheese Tortellini,21 pieces (143 g),310,8g,45g,17g
Four Cheese Spaghetti Sauce,1/2 cup (125 g),45,1g,9g,2g
Four Cheese Spinach Dip,1 serving,800,63g,41g,18g
Four Cheese Tortilla Chips,11 chips (28 g),140,8g,15g,2g
Four Cheese Ziti Marinara,1 meal (260 g),310,5g,46g,11g
Four Cheese Tomato Cream,1/4 cup (60 g),40,2g,4g,1g
Four Corners El Grito - 14 fl,1 serving (14 oz),130,0g,11g,0g
Four Cheeze Style with Herbs,1/3 package (100 g),290,8g,50g,4g
Four Corners El Grito - 16 fl,1 serving (16 oz),160,0g,13g,0g
Four Cheese Tortellini with Pesto,1 container (209 g),330,9g,44g,17g
Four Cheese Tortelloni Pasta,3/4 cup (56 g),240,8g,31g,8g
Four Corners El Grito - Pitcher,1 serving,650,0g,55g,0g
Four Corners El Grito - Big Daddy,1 serving,260,0g,22g,0g
Four Corners Local Buzz - 14 fl,1 serving (14 oz),170,0g,12g,2g
Four Corners Local Buzz - 16 fl,1 serving (16 oz),200,0g,14g,2g
Four Corners Local Buzz - Big Daddy,1 serving,330,0g,23g,3g
Four Corners Local Buzz - Pitcher,1 serving,820,0g,57g,8g
Four Loko,1 can (23.5 oz),660,0g,65g,1g
Four Fruit Fruit Spread,1 tbsp (20 g),40,0g,8g,0g
Four Fruit Blend Fruit Spread,1 tbsp (19 g),45,0g,11g,0g
Four Meat Pizza,1/4 pizza  (142 g),380,20g,34g,16g
Four Peaks Kilt Lifter - 12oz,1 serving (12 oz),180,0g,14g,2g
Four Peaks Kilt Lifter - 16oz,1 serving (16 oz),240,0g,19g,3g
Four Pepper Oven Roasted Turkey Breast,2 oz (56 g),60,1g,2g,11g
Four Pepper Cajun Style Chicken Breast,2 oz (56 g),60,0.5g,0g,12g
Four Queso Blend,1/4 cup (28 g),90,6g,2g,7g
Four Fruits Preserves,1 tbsp (20 g),50,0g,13g,0g
Four Season Caprese Sandwich,1 sandwich (340 g),750,42g,54g,34g
Four Peppered Turkey Breast,3 slices (61 g),50,0.5g,1g,12g
Four Potato Hash Browns,3 hash browns (96 g),170,9g,21g,2g
Four Fruits 100% Fruit Spread,1 tbsp (20 g),40,0g,10g,0g
Four Seasons Blend,3/4 cup (30 g),50,0g,9g,2g
Four Uttapam with Coconut Chutney,1 uttapam plus 1/2 pouch chutney (70 g),160,4.5g,20g,3g
Four Seasons Juice Drink,1 serving (240 ml),120,0g,30g,1g
Four-Cheese & Sausage Stuffed Mushrooms,1 serving,320,26g,8g,14g
Four-Cheese Blend Shredded,1 serving,230,18g,2g,14g
Four-Cheese Mac & Cheese with Honey Pepper Chicken Tenders,1 serving,1170,54g,159g,55g
Four-Cheese Ravioli,1 tray (309 g),480,24g,47g,24g
Four-Cheese Ravioli,1 serving,1020,65g,69g,44g
Four-Cheese Ravioli - Family Style Pastas (Serves 4),1 serving,1170,74g,79g,51g
Four-Cheese Ravioli - Large,1 serving,6150,390g,416g,266g
Four-Cheese Mac & Cheese with Applewood- Smoked Bacon,1 serving,390,18g,38g,17g
Four-Cheese Ravioli & Chicken Marinara,1 meal (283 g),250,4.5g,33g,17g
Four Wheat Whole Grain Bread,1 slice,110,1g,22g,5g
Fra Diavolo,1/2 cup (125 g),51,2g,7g,2g
Fowl Capone Turkey Jerky,1 oz (28 g),60,1g,2g,11g
Four-Cheese Manicotti,1 package (227 g),260,8g,37g,9g
Four-Cheese Ravioli - Small,1 serving,3070,195g,208g,133g
Four-Cheese Tortellini & Italian Sausage Pizzaiola,1 tray (318 g),440,21g,41g,22g
Four-Cheese Tortellini and Italian Sausage Pizzaiola,1 tray (318 g),440,21g,41g,22g
Four-Cheese Mac & Cheese with Honey Pepper Chicken Tenders (Serves 6-8),1 serving,6740,276g,762g,297g
Fra Diavolo Arrabbiata - Hot and Spicy Pasta Sauce,1/2 cup (125 g),50,3.5g,6g,1g
Francese Rolls,1 roll,131,0g,28g,4g
Fra Diavolo Pasta Sauce,1/2 cup  (113 g),70,4g,4g,3g
Framboise (Raspberry Beer),12 fl oz (12 oz),182,0g,23.7g,0g
Fragel,1 fragel,325,9g,53g,8g
Frankenberry Cereal,1 1/3 cups (41 g),160,1.5g,35g,2g
Francese Sauce,1/2 cup (113 g),112,11g,3g,0g
Frank,1 frank (45 g),130,11g,2g,5g
Francis Ford Coppola Diamond Collection Merlot California - 6 oz,1 serving (6 oz),140,0g,4g,1g
Francis Ford Coppola Diamond Collection Merlot California - Bottle,1 serving,600,0g,16g,3g
"Francis Ford Coppola, Bianco Pinot Grigio // California - 6 oz",1 serving (6 oz),140,0g,2g,1g
"Francis Ford Coppola, Bianco Pinot Grigio // California - Bottle",1 serving,570,0g,10g,3g
Frank’S Buffalo Hot Sauce Dipper - 1 Each,1 serving,10,0g,1g,0g
Frankfurter Rolls,1 roll (46 g),120,2.5g,22g,5g
Frankfurt Roll,1 roll (41 g),110,1.5g,21g,3g
Frankfurters,1 frank,170,15g,1g,7g
Frankfurters,1 sausage (76 g),190,10g,7g,20g
Frankfurter Buns,1 roll (43 g),110,1.5g,21g,3g
Francese Bread,2 slices (50 g),140,0.5g,28g,5g
Frankfurts,1 hot dog (50 g),140,13g,2g,6g
Franks,1 frank (45 g),90,6g,4g,5g
Frankfurts,1 frankfurt (56 g),170,15g,2g,7g
Franks,1 frank (56 g),170,15g,2g,6g
Franks,1 frank (45 g),110,10g,1g,6g
Franks,1 frank (43 g),70,5g,2g,4g
Franks,1 frank (42 g),130,10g,5g,4g
Franks,1.6 oz (45 g),80,2g,5g,11g
Franks,1 frank (45 g),140,13g,2g,5g
"Frank's Hot Sauce (Medium Subs, Wraps, & Salads)",1 serving,0,0g,0g,0g
Franks,1 frank (43 g),110,9g,4g,3g
Frank's Butfalo Hot Sauce Dipper,1 serving,10,0g,1g,0g
Frank's Hot Sauce,1 serving (30 ml),5,0g,1g,0.3g
Franks in A Blanket,4 pieces (79 g),240,17g,12g,8g
Franks in A Blanket,4 franks (71 g),230,17g,11g,8g
Franks in A Blanket,4 pieces (78 g),280,21g,15g,10g
Frank's Hot Sauce (Small Subs & Kids Subs),1 serving,0,0g,0g,0g
Frank's Hot Sauce (Large Subs),1 serving,0,0g,0g,0g
Franks,1 link (42 g),100,8g,3g,3g
Frank's Hot Sauce (X-Large Subs),1 serving,0,0g,0g,0g
"Franks made with Beef & Pork, Turkey",1 frank (57 g),180,15g,5g,5g
"Franks Made with Pork, Turkey & Chicken",1 frank  (53 g),170,15g,4g,5g
Franks Made with Chicken & Pork,1 frank (53 g),130,11g,2g,5g
Frank's Redhot Buffalo (Sauce For Wings Roulette Platter),1 serving,0,0g,0g,0g
Frank's Redhot Buffalo (Sauce For Classic Fridays Combo),1 serving,0,0g,0g,0g
Franziskaner Weissbier,1 serving (12 oz),150,0g,16.7g,1g
Frappe Freeze Mocha Coffee Mix,1 oz (28 g),110,2.5g,22g,1g
Frappuccino,1 bottle (9.5 oz),190,3.5g,33g,7g
Frank's Redhot Buffalo Sauce,1 serving,5,0g,1g,0g
Frank's Redhot Original Sauce,1 serving (15 g),5,1g,1g,0g
Frank's Redhot Buffalo (Wings Only),1 serving,0,0g,0g,0g
Frappuccino Oatmilk Caramel Waffle Cookie,1 bottle,270,4.5g,55g,2g
Frawg Slurpee,1 slurpee (12 oz),85,0g,23g,0g
Frank's Redhot Buffalo (Sauce For Wings - Boneless 18 PC & Traditional 12 PC),1 serving,0,0g,0g,0g
Frank's Redhot Buffalo (Sauce For Wings - Boneless 24 PC & Traditional 16 PC),1 serving,0,0g,0g,0g
Fre Chardonnay,1 glass (8 oz),60,0g,17g,0g
Freckled Strawberry Yogurt Bar,1 bar (63 g),90,1.5g,19g,2g
Freckled Lemonade (Kids),1 serving,110,0g,28g,0g
Freckled Lemonade,1 serving,200,0g,51g,0g
Freckled Lemonade Cake,1 serving,1060,46g,152g,11g
Frank's Redhot Buffalo Sauce,1 serving (14 g),5,0g,1g,0g
Fredericksburg Peach Tea,1 serving (8 oz),78,0g,21g,0g
Freddy's Fries - Kids,1 serving,230,12g,27g,3g
Freddy's Fries - Large,1 serving,520,27g,62g,7g
Freddy's Fries - Regular,1 serving,400,21g,48g,7g
Frederick's Entertainment Sesame Water Crackers,4 crackers (15 g),70,2g,11g,1g
Free Nonfat Cottage Cheese,1/2 cup (123 g),80,0g,8g,10g
Free French Style,1 pouch (42.5 g),60,0g,14g,0g
Free & Light Pound Cake,1/4 cake (71 g),200,4g,38g,3g
Free from Italian Pork Sausages,1 sausage (100 g),170,10g,2g,18g
Free Flowing Brown Sugar,1 tsp (4 g),15,0g,4g,0g
Free Range Boneless Skinless Chicken Breast with Rib Meat,4 oz (112 g),130,3g,0g,25g
Free & Easy NA IPA,1 can (12 oz),64,0g,13g,1g
Fredericksburg Peach Preserves,1 tbsp (20 g),35,0g,10g,0g
Flackers Flax Seed Crackers - Dill,3 flackers,110,8g,8g,5g
Flackers Flax Seed Crackers - Rosemary,8 flackers (29 g),150,10g,10g,6g
Flackers Flax Seed Crackers - Cinnamon & Currants,8 flackers (25 g),140,7g,12g,4g
Fizzy Hard Candy,1 piece,15,0g,5g,0g
Flackers Flax Seed Crackers - Sea Salt (10),8 crackers (30 g),160,12g,10g,6g
Five Way Grilled Cheese with French Fries,1 serving,847,48g,66g,36g
Flagship Cheese Crackers,7 crackers  (30 g),130,4g,18g,4g
Flagship Cheese,1 oz (21 g),87,7g,1g,5g
Flake,1 bar (32 g),168,9g,19g,2.4g
Flackers Flax Seed Crackers - Sea Salt (6),6 flackers (26 g),110,9g,7g,4g
Flagship Cheese Sticks,1 stick (21 g),87,7g,1g,5g
Flake (Treat Size),1 bar (14 g),75,4.3g,7.8g,1.1g
Flaked Light Tuna in Water,1/2 can (60 g),60,0.4g,0g,14g
Flake Style Imitation Crab Meat,3 legs (85 g),90,0.5g,15g,6g
Flaked Light Tuna,1 can drained (113 g),130,3.5g,2g,23g
Flake Style Imitation Crab Meat,1/2 cup (85 g),90,0g,17g,5g
Flaked Light Tuna in Water,1/2 can (60 g),50,0.5g,0g,14g
Flaked Light Tuna Lemon & Pepper,1 can (85 g),90,2.5g,0g,18g
Flaked Coconut,1/3 cup (30 g),220,19g,7g,2g
Flaked Light Tuna Snack - Lemon & Pepper,1 can (85 g),105,4g,2g,14g
Flaked Light Tuna Snack - Spicy Thai Sweet Chili,1 pack (103 g),90,1g,5g,15g
Flaked Light Tuna Tomato & Onion,1 can (85 g),80,2g,3g,14g
Flaked Light Tuna Spicy Thai Chili,1 can (85 g),160,7g,9g,15g
Flaked Light Tuna Snack - Spicy Thai Sweet Chili,1 pack (70 g),90,1g,5g,15g
Flake Style Crab Deluxe Imitation Crabmeat,1/2 cup (85 g),80,0g,14g,6g
Flaked Light Tuna Sundried Tomato & Basil,1 can (85 g),110,4g,2g,16g
Flaked White Tuna in Water,1/4 cup (55 g),50,1g,0g,11g
Flaked White Tuna,1/2 can (55 g),60,1g,0g,14g
Flaked White Tuna - Albacore in Water,1/2 can (55 g),60,0.5g,0g,14g
Flakes & Clusters,1 cup (55 g),200,2g,39g,10g
Flaky Cinnamon Twists,1 twist (46 g),180,9g,22g,2g
Flaky Butter Crescent Rolls,1 roll (28 g),100,5g,12g,2g
Flaked Tuna Tomato & Basil,1 can (85 g),110,4g,2g,16g
Flaky Cinnamon Rolls with Butter Cream Icing,1 roll (46 g),160,7g,23g,2g
Flakes of Chicken,"1/3 can, drained (52 g)",70,4g,0g,8g
Flakey Paratha,1 piece (80 g),255,6g,43g,6g
Flakes with Strawberries,1 cup (43 g),170,0.5g,36g,4g
Flakes & Strawberries Cereal,1 1/4 cups (59 g),210,1g,50g,4g
Flaky Layer Biscuits,3 biscuits (64 g),160,4g,28g,4g
Flaky Golden Layers Biscuits,1 biscuit (34 g),100,3.5g,15g,2g
Flamas,11 chips  (1 oz),150,8g,16g,2g
Flaky Croissant with Ham & Swiss,1 sandwich (76 g),250,14g,22g,10g
Flaked Spicy Thai Chili Tuna,1 can (85 g),160,7g,9g,15g
Flakes of Ham,1/3 can (52 g),80,4.5g,0g,9g
Flaky Supreme Cinnamon Rolls,1 roll (46 g),170,7g,23g,2g
Flaky Jumbo Biscuits,1 biscuit (57 g),170,5g,26g,3g
Flame Broiled Chicken Wing,1.4 oz,75,3.68g,0g,10.29g
Flame Broiled Angus Cheeseburger,1 burger (204 g),670,43g,42g,28g
Flame Broiled Chicken Breast,1 serving (4.3 oz),202,7.94g,0g,33.79g
Flame Grilled Beef Patty,1 patty (77 g),240,21g,1g,13g
Flame Grilled Cheddar Sausage,1 link (79 g),260,22g,4g,12g
Flame Broiled Chicken Breast (No Skin),4 oz,153,3.97g,0g,32.44g
Flame Broiled Turkey Meatballs,6 meatballs (85 g),140,9g,6g,14g
Flame Broiled Italian Style Meatballs,3 meatballs (85 g),210,14g,6g,13g
Flame Cooked Stickless Chicken Kabobs,1 serving (3 oz),110,2g,3g,19g
Flame Broiled Turkey Meatballs,6 meatballs (85 g),140,9g,6g,14g
Flame Grilled Angus Choice Beef Patties,1 patty (113 g),270,19g,2g,23g
Flame Broiled Meatballs,6 meatballs (85 g),220,17g,6g,12g
Flame Broiler Hot Sauce,1 serving,0,0g,0g,0g
Flame Grilled Chicken Breast,1 breast with skin,430,23g,0g,52g
Flame Grilled Chicken Strips,4 oz (112 g),140,1.5g,3g,28g
Flame Broiled Beef Patty,1 patty (20 g),90,3.5g,0g,15g
Flame Grilled Chicken Breast,1 piece (128 g),310,19g,1g,35g
Flame Grilled Chicken Breast Strips,3 oz (84 g),110,2.5g,1g,20g
Flame Grilled Cheese Burger Sliders,1 package (113 g),290,15g,21g,16g
Flame Grilled Chicken,1 serving (84 g),110,2g,3g,18g
Flame Grilled Garlic & Herb Chicken Breast,1 piece (85 g),90,1.5g,0g,18g
Flame Grilled Fajitas Rajas,1 cup (85 g),50,2g,8g,1g
Flame Grilled Honey Mustard Glazed Chicken Breast,1 piece  (99 g),130,2g,7g,20g
Flame Grilled Cod Roasted Garlic & Herb,1 fillet (98 g),80,2g,3g,13g
Flame Grilled Italian Sausage,1 link (79 g),260,22g,4g,11g
Flame Grilled Original Bratwurst,1 link (79 g),260,22g,4g,11g
Flame Grilled Veggie Burgers,2.5 oz patty,120,4.5g,5g,15g
Flame Grilled Soy Burger,1 burger (71 g),90,3.5g,6g,12g
Flame Grilled Turkey Patty,1 patty (85 g),120,6g,1g,17g
Flame Grilled Sliders,1 patty (28 g),120,12g,1g,4g
Flame Grilled Top Sirloin (8 oz),1 serving,618,25g,0g,74g
Flame Grilled Sweet & Spicy Sausage,1 link (79 g),270,22g,6g,11g
Flame-Grilled Cheeseburger Sandwich,1 sandwich (177 g),540,26g,45g,27g
Flame Grilled Provencale Vegetables,2/3 cup (85 g),45,2.5g,5g,1g
Flame Seared Salmon,1 serving (284 g),420,28g,4g,38g
Flame Grilled Teriyaki Glazed Chicken Breast,1 piece (99 g),120,1.5g,7g,21g
Flamethrower Burger - Double,1 serving,730,47g,33g,44g
Flameout Inflammation Scavenger,4 softgels,52,5.6g,0g,1.2g
Flame Roasted Smoked Salmon,2 slices (2 oz),100,5g,0g,12g
Flamed Mixed Grill Fajitas,1 serving,1460,82g,124g,54g
Flamin' Hot,11 chips (28 g),160,10g,15g,2g
Flamin' Buffalo Chicken Nuggets,6 pieces (1 oz),60,1g,3g,9g
Flamethrower Dipping Sauce - 4 pc,1 serving,210,22g,3g,0.5g
Flamethrower Dipping Sauce - 6 pc,1 serving,420,44g,5g,1g
Flamin Hot Corn Chips,1 oz,160,10g,16g,2g
Flamin' Hot Chicken Breast Strips,4 oz (112 g),250,12g,18g,18g
Flamin' Hot Chipotle Ranch,21 pieces (28 g),170,11g,15g,2g
Flamin' Hot Beef Jerky,1 package (23 g),60,1g,4g,8g
Flamin Hot Bbq,11 chips (28 g),150,9g,16g,2g
Flamethrower Burger - Triple,1 serving,920,62g,34g,61g
Flamin' Hot Cool Ranch,11 chips (28 g),150,8g,18g,2g
Flamethrower Sauce,1 serving,70,7g,1g,0g
Flamin' Hot Potato Chips,17 chips (28 g),160,10g,15g,2g
Flamin' Hot Peanuts,1 package (46 g),270,24g,8g,11g
Flamin' Hot Limon,12 chips (28 g),150,7g,18g,2g
Flamin' Hot Popcorn,2 1/3 cups (28 g),160,11g,14g,2g
Flamin Hot Cool Ranch Doritos,1 serving,260,13g,31g,3g
Flamin Hot Peanuts,3 tbsp (28 g),170,15g,5g,7g
Flamin Hot Flavor,1 serving (28 g),150,10g,16g,2g
Flamin Hot Cajun Cheddar,21 pieces (28 g),150,10g,16g,2g
Flamin' Hot Snack Stick,1 stick (28 g),150,12g,2g,5g
Flamin' Hot Potato Chips,1 oz (28 g),160,10g,15g,2g
Flamin' Hot White Cheddar Popcorn,2 1/2 cups (28 g),150,10g,14g,3g
Flamin Hot Sweet Carolina Reaper,21 pieces (28 g),160,10g,16g,1g
Flamin' Jack!,1 oz (28 g),100,8g,0.5g,6g
Flaming Hot Nacho,12 chips (28 g),150,8g,18g,2g
Flaming Turtle Chocolate Fondue,1/2 order,705,32.8g,89.5g,8g
Flaming Hot Nacho (Package),1 package (49.6 g),260,13g,31g,4g
Flaming Hot Pretzels,10 pretzels (28 g),130,5g,19g,2g
Flamin’ 5-Pepper Burger,1 serving (15 oz),1000,66g,53g,47g
Flaming Pineapple Butter Cake,1 serving,1380,72g,160g,11g
Flamingo,1 sandwich,456,16g,44g,35g
Flamin’ Hot Meat Stick,1 stick (26 g),110,10g,1g,5g
Flamin' Hot Puffs,1 package (1 oz),160,10g,15g,1g
Flamingo Vanilla Chai,2 tbsp (18 g),65,4g,5g,1g
Flaming Hot Minis (28g),63 pieces (28 g),160,10g,15g,1g
Flan (2 Servings),1 serving,270,9g,41g,5g
Flan,1 serving (4 oz),210,9g,26g,8g
Flan,1 cup (128 g),230,5g,40g,7g
Flan,1 serving,960,39g,132g,17g
Flan Pudding,1/2 cup (4 oz),130,3.5g,20g,4g
Flank Steak,4 oz (112 g),200,10g,0g,24g
Flan with Caramel Sauce,1/2 cup dry mix (19 g),70,0g,18g,0g
Flan Vainilla,1 unidad (100 g),88,2.9g,12.6g,2.9g
Flank Steak,1 serving (3 oz),198,12g,0g,21g
Flapjack & Waffle Mix,1/3 cup (50 g),180,1.5g,30g,13g
Flapjack & Waffle Mix (Carb-Conscious),1/2 dry mix (53 g),240,14g,19g,14g
Flank Steak,3 oz (84 g),170,8g,0g,23g
Flank Steak,4 oz (113 g),190,9g,0g,24g
Flank Steak,1 piece,130,8g,0g,14g
Flannel Pajamas Coffee,1 serving,150,1.5g,19g,0g
Flapjack Mix,1/3 cup (40 g),130,1g,27g,7g
Flapjack Unleashed Buttermilk & Maple,1 container (61 g),240,7g,37g,10g
Flank Steak & Spinach,1 container (341 g),560,26g,19g,53g
Flank Steak,1 serving (3 oz),170,7g,0g,24g
Flapjack Power Cup Buttermilk & Maple,1 container (61 g),260,7g,40g,12g
Flapjack Puffs,11 pieces (94 g),250,12g,26g,10g
Family Grains Healthy Multi-Grain Bread,1 slice,80,1.5g,14g,3g
Family Grains Heart Healthy 100% Whole Wheat Bread,2 slices,150,1.5g,28g,8g
Family Grains 100% Whole Wheat Bread,1 slice (28 g),80,1g,18g,4g
Family Meat Lasagna with Four Cheeses,1 cup (227 g),340,14g,35g,19g
Family Favorites Traditional Pasta Sauce,1/2 cup (125 g),70,1.5g,13g,2g
Family House Salad,1 serving,560,33g,40g,31g
Family House Salad,1 serving,91,0g,2g,2g
Family Pasta with Meatballs,1 serving,2770,102g,310g,133g
Family Recipe Meatballs,1 serving,150,9g,7g,10g
Family Recipe Italian Salad Dressing,2 tbsp (30 g),120,13g,1g,1g
"Family Recipe Meatballs, 12-Inch Pizza",1 serving,460,29g,15g,31g
"Family Recipe Meatballs, 10-Inch Pizza",1 serving,340,21g,11g,23g
Family Pot Roast,1 serving,1540,63g,139g,95g
Family Classics Vanilla Sundae Cones,1 cone (86 g),280,16g,30g,4g
"Family Recipe Meatballs, 7-Inch Pizza",1 serving,180,11g,6g,12g
"Family Recipe Sausage, 14-Inch Pizza",1 serving,530,44g,2g,30g
"Family Recipe Meatballs, 14-Inch Pizza",1 serving,660,41g,21g,44g
"Family Recipe Sausage, 7-Inch Pizza",1 serving,110,9g,0g,6g
Family Style Beef Egg Noodle Meal,1 cup,140,4g,16g,11g
Family Style Broccoli Chicken Cheese,1 meal,220,9g,24g,10g
Family Style Brownie Mixes - Chewy Fudge,1/16 package,170,8g,23g,2g
Family Size Egg Noodles with Beef & Brown Gravy,1 cup (209 g),160,4g,20g,8g
Family Size White Cornbread Mix,1/18 package (30 g),110,2g,21g,2g
Family Style Brownie Mixes - Dark Chocolate Fudge,1/20 package (25 g),140,6g,21g,1g
"Family Recipe Sausage, 12-Inch Pizza",1 serving,400,33g,1g,22g
Family Size Chicken Alfredo,1 cup (210 g),270,11g,28g,16g
Family Size Meat Lasagna,1 cup (213 g),290,9g,37g,14g
"Family Recipe Sausage, 10-Inch Pizza",1 serving,270,23g,1g,15g
Family Style Salisbury Steak Meal,1 steak with gravy (128 g),190,14g,9g,8g
Family Style Lasagna with Meat Sauce,1 cup,510,16g,63g,25g
Family Style Butter Top Wheat Bread,1 slice (28 g),70,1g,13g,2.5g
Family Style Large Bread,1 slice (1.1 oz),70,1g,15g,3g
Family Style Milk Chocolate Brownies,1 serving (29 g),170,8g,24g,2g
Family Style Meat Lasagna,1 cup (227 g),320,14g,26g,21g
Famous Chalet Dipping Sauce,1 serving (100 ml),25,0.5g,5g,0.3g
Family White Bread,2 slices (47 g),120,1g,25g,4g
Family Taco Kit,1 serving,4580,147g,616g,200g
Famous Breast Strips,3 strips (162 g),410,15g,18g,30g
Famous Chalet Sauce,1 serving (125 g),30,0.6g,5g,0.4g
Famous Creole Cuisine Dry Creole Dirty Rice Dinner Mix,1/3 dry mix (46 g),150,0g,33g,4g
Famous Creole Cuisine Dry Creole Gumbo Dinner Mix,2 tbsp dry mix (20 g),70,0g,15g,2g
Famous Creole Cuisine Dry Creole Jambalaya Dinner Mix,1/4 cup dry mix (39 g),130,0g,29g,4g
Famous Chocolate Wafers,5 cookies (32 g),140,4.5g,24g,2g
Famous Chocolate Chip Mini Cookies,2 cookies (25 g),120,5g,17g,1g
Family Style Turkey Meal,2 slices with gravy,200,11g,10g,12g
Family Style Seeded Italian Bread,1 slice (34 g),80,1g,15g,3g
Famous Chicken Fingers,4 oz (112 g),230,9g,21g,15g
Famous Cluckin Dipping Sauce,2 tbsp (32 g),100,10g,1g,0g
Famous Fries,1 serving,370,16g,52g,5g
Famous German Fitness Bread,1 slice (68 g),130,2g,23g,5g
Famous Factory Meatloaf - Lunch,1 serving,1400,84g,105g,52g
Famous Fried Rice (Vegetarian),1 serving,160,6g,23g,4g
Famous Deli Style Sub (Small),1 sub,464,28g,39g,19g
Famous Factory Meatloaf,1 serving,1930,115g,144g,75g
Famous Salad Dressing,2 tbsp,160,18g,1g,0g
Famous German Whole Rye Bread,1 piece (68 g),120,1g,24g,4g
Famous Kream Mustard,1 tsp (7 g),17,0g,5g,0g
Famous House Salad - to Go,1 serving,290,17g,30g,8g
Famous Star with Cheese,1 serving (269 g),670,38g,56g,28g
Famous Hot Dogs,1 dog (75 g),180,14g,3g,11g
Famous Sweet Tea,12 fl oz (360 ml),110,0g,27g,0g
Famous Spiced Wafers,3 cookies,130,4g,23g,1g
Famous Star with Cheese,1 serving (283 g),670,40g,52g,28g
Famous Sauce,1 tbsp (14 g),80,6g,8g,1g
Famous Star Lettuce Wrap,1 sandwich,429,34g,10g,21g
Famous Seasoned Fries,17 pcs (3 oz),140,5g,21g,2g
Fancy 4 Bean Salad,1 package (6 oz),210,5g,33g,10g
Fancy 2% Milk Shredded Mexican Blend Cheese,1/4 cup (28 g),90,6g,2g,7g
Famous New Orleans Red Kidneys Beans,1 cup cooked (182 g),230,1g,40g,15g
Famous Twice Baked Potaters,1 serving (5 oz),230,11g,28g,6g
Famous Sweet Tea No Calorie,1 cup (8 oz),0,0g,1g,0g
Famous Sweet Tea & Lemonade,1 serving (8 oz),90,0g,21g,0g
Famous Sweet Tea No Calorie (12 oz),1 serving (12 oz),0,0g,1g,0g
Famous Seasoned Fries,3 oz (84 g),140,5g,21g,2g
Fancy Blend Shredded Cheese,1/4 cup (28 g),100,7g,1g,7g
Fancy Berry Medley,1 cup (140 g),80,1g,19g,1g
Fancy 6 Cheese Italian Blend Natural Shredded Cheese,1/4 cup (28 g),90,7g,2g,7g
Fancy Fiesta Blend Cheese Shredded,1/4 cup (28 g),110,8g,1g,6g
Fancy Cashews,1/4 cup (28 g),160,13g,8g,5g
Fancy Colby & Monterey Jack Cheese Shredded,1/4 cup (28 g),110,9g,0.5g,7g
Fancy Clover Pure Honey,1 count (21 g),60,0g,17g,0g
Fancy Cut Green Beans,1/2 cup (120 g),20,0g,4g,1g
Fancy Chopped Spinach,2/3 cup (128 g),20,0g,3g,2g
Fancy Field Greens Tender Lettuce Mix,2 1/2 cups (85 g),20,0g,3g,1g
Fancy Dried Figs,3 pieces (40 g),110,0g,24g,1g
Fancy Cut Parmesan Cheese,1/4 cup (28 g),120,8g,1g,11g
Fancy Italian Blend Cheese Shredded,1/4 cup (28 g),90,7g,1g,7g
