Name,Serving,Calories,Fat,Carbs,Proteins
Dark Chocolate Cherry Nut,1 package (40 g),190,10g,21g,6g
Dark Chocolate Cherry Granola Bar,1 bar,90,2g,18g,1g
Dark Chocolate Cherry Coffee Beans,15 pieces (30 g),130,9g,14g,2g
Dark Chocolate Cherry Cereal,2/3 cup (63 g),300,16g,37g,7g
Dark Chocolate Cherry Tart,1.1 oz (30 g),150,9g,14g,3g
Dark Chocolate Cherry Protein Bar,1 bar (55 g),200,4.5g,31g,10g
Dark Chocolate Chip Bar,1 bar (40 g),220,17g,13g,5g
Dark Chocolate Chip Gelato,1/2 cup  (97 g),220,10g,29g,4g
Dark Chocolate Chip Crepes with Pork Sausage & Sweet Potato Hash,1 package (255 g),340,15g,31g,20g
Dark Chocolate Chia Seeds,3 tbsp (30 g),170,11g,16g,2g
Dark Chocolate Chip Cookie,1/2 cookie (50 g),190,8g,23g,8g
Dark Chocolate Chips,1 serving (40 g),210,11g,27g,3g
Dark Chocolate Chips,1 tbsp (15 g),80,5g,8g,1g
Dark Chocolate Chips,1 tbsp (14 g),80,6g,7g,1g
Dark Chocolate Chip w/Sea Salt Granola Clusters,1/3 cup (30 g),130,4.5g,20g,2g
Dark Chocolate Chip Peanut Butter with Sea Salt,1 bar (65 g),150,20g,24g,15g
Dark Chocolate Chip Superfood Bar,1 bar (49 g),190,12g,19g,10g
Dark Chocolate Chip Peanut Butter with Sea Salt (25g),1 bar (25 g),130,8g,9g,6g
Dark Chocolate Chunk & Almond Cookies,3 cookies  (30 g),140,8g,16g,2g
Dark Chocolate Chunk Cookie,1 cookie (29 g),130,6g,20g,1g
Dark Chocolate Chips,16 chips (15 g),80,6g,8g,1g
Dark Chocolate Chocolate Chip Bar,1 bar (50 g),200,7g,25g,12g
Dark Chocolate Chips,1/3 cup (50 g),290,18g,28g,3g
Dark Chocolate Chunk Chewy Granola Bar,1 bar,140,5g,21g,2g
Dark Chocolate Chip Waffles,2 waffles (70 g),180,6g,33g,1g
Dark Chocolate Chip Cookie Dough,1 bar (45 g),180,11g,20g,8g
Dark Chocolate Chunk Espresso Cookies,3 cookies (30 g),120,5g,18g,1g
Dark Chocolate Chunk Superfood Oatmeal,1 packet (43 g),170,4.5g,29g,5g
Dark Chocolate Chunks,1 tbsp (15 g),70,6g,8g,1g
Dark Chocolate Coated Butter Cookies,2 cookies (28 g),140,7g,17g,2g
Dark Chocolate Coated Butter Cookies,2 cookies (28 g),150,7g,18g,2g
Dark Chocolate Coated Dried Plum Bites,14 pieces (30 g),120,6g,19g,1g
Dark Chocolate Chunk Multigrain Squares,1 square (35 g),150,5g,20g,3g
Dark Chocolate Chunks,1 tbsp (15 g),80,6g,7g,1g
Dark Chocolate Cocoa Almonds,16 almonds (28 g),140,10g,13g,4g
Dark Chocolate Coated Coconut Chips,1/2 package (18 g),90,6g,10g,1g
Dark Chocolate Coated Butter Cookies,2 pieces (28 g),140,7g,18g,2g
Dark Chocolate Cinnamon Pecan Bar,1 bar (40 g),200,15g,17g,5g
Dark Chocolate Cocoa Mix,3 tbsp (35 g),170,2.5g,25g,3g
Dark Chocolate Coconut,6 pieces (38 g),230,18g,16g,3g
Dark Chocolate Coconut,1/2 bar (40 g),170,16g,21g,2g
Dark Chocolate Coconut,1 bar (50 g),200,8g,25g,10g
Dark Chocolate Chunk Cookies,2 cookies (33 g),170,9g,21g,1g
Dark Chocolate Cocoa Cashews,12 cashews (28 g),150,12g,10g,5g
Dark Chocolate Cocoa Almonds,24 pieces (28 g),160,12g,10g,5g
Dark Chocolate Coconut,2 pieces (29 g),130,7g,17g,1g
Dark Chocolate Coconut Almond,1 bar (45 g),200,13g,14g,14g
Dark Chocolate Coconut Almond Bar,1 bar (53 g),200,8g,24g,15g
Dark Chocolate Coconut,1  piece (10 g),45,3g,5g,0g
Dark Chocolate Coconut Bliss Bar,1 bar (75 g),170,11g,18g,2g
Dark Chocolate Coconut Almonds,1/3 cup (40 g),220,15g,19g,4g
Dark Chocolate Coconut Cashew Nutrition Bar,1 bar (50 g),200,10g,21g,11g
Dark Chocolate Coconut Chews,4 pieces (40 g),200,14g,21g,2g
Dark Chocolate Coconut,1 bar (58 g),230,9g,30g,10g
Dark Chocolate Coconut Almonds,1/4 cup (40 g),220,16g,19g,4g
Dark Chocolate Coconut Almondmilk Yogurt Alternative,1 container (150 g),190,11g,20g,5g
Dark Chocolate Coconut Bar,1 bar (15 g),70,5g,8g,0g
Dark Chocolate Coconut Clusters,3 pieces (40 g),230,16g,20g,2g
Dark Chocolate Coconut,1 bar  (50 g),180,13g,29g,2g
Dark Chocolate Coconut Chips,2 tbsp (21 g),130,14g,6g,1g
Dark Chocolate Coconut Chunks,1 bar  (35 g),180,14g,18g,2g
Dark Chocolate Coconut Cookie Dough,2 bites (25 g),120,9g,9g,2g
Dark Chocolate Coconut Covered Almonds,1 ounce (28 g),160,13g,10g,4g
Dark Chocolate Coconut,1 bar (50 g),230,9g,22g,15g
Dark Chocolate Coconut Bites,2 bites (24 g),100,5g,12g,4g
Dark Chocolate Coconut Cookies,4 cookies (28 g),150,9g,17g,1g
Dark Chocolate Coconut Cream Santa,1 piece,120,4.5g,19g,1g
Dark Chocolate Coconut Granola,1/2 cup (50 g),230,11g,31g,4g
Dark Chocolate Coconut High Protein Bar (40g),1 bar (40 g),143,4g,20g,8g
Dark Chocolate Coins,1 pouch (15 g),80,5g,8g,1g
Dark Chocolate Coconut with Almonds,1.4 oz (40 g),160,11g,25g,3g
Dark Chocolate Continental Almonds,6 pieces (40 g),230,16g,18g,5g
Dark Chocolate Confection,10 sections (42 g),240,15g,22g,3g
Dark Chocolate Cookie Sticks,10 sticks (30 g),140,6g,19g,2g
Dark Chocolate Cookie Dough,1 bar (50 g),160,4g,18g,15g
Dark Chocolate Coffee Buzz Bars,1 bar (25 g),130,9g,10g,2g
Dark Chocolate Cold Brew Caramels,4 pieces (30 g),150,8g,18g,1g
Dark Chocolate Covered Almonds,11 pieces (40 g),210,14g,20g,4g
Dark Chocolate Coconut High Protein Bar,1 bar (50 g),190,5g,19g,19g
Dark Chocolate Covered Almonds,10 pieces (40 g),240,17g,18g,3g
Dark Chocolate Covered Acai & Blueberry,9 pieces (28 g),130,4.5g,21g,1g
Dark Chocolate Covered Almond Clusters,3 pieces (45 g),240,18g,21g,4g
dark chocolate cookies and cream ice cream,2/3 cup (92 g),230,12g,28g,5g
Dark Chocolate Coconut Curry Bar,1 bar (32 g),110,3g,11g,11g
Dark Chocolate Cookie Thins,10 cookies (30 g),180,7g,21g,2g
Dark Chocolate Coconut Cups,1 cup (14 g),80,6g,5g,1g
Dark Chocolate Covered Almonds,8 pieces (30 g),150,11g,15g,3g
Dark Chocolate Covered Almonds,1/4 cup (40 g),200,15g,20g,4g
Dark Chocolate Covered Almonds,14 pieces (40 g),160,14g,20g,4g
Dark Chocolate Covered Almonds,2 oz (56 g),340,24g,23g,8g
Dark Chocolate Covered Almonds,10 pieces (40 g),220,13g,22g,4g
Dark Chocolate Covered Almonds,8 pieces (30 g),160,12g,14g,3g
Dark Chocolate Covered Almonds,1/4 cup (40 g),220,18g,17g,4g
Dark Chocolate Covered Almonds,7 pieces (30 g),160,9g,18g,2g
Dark Chocolate Covered Almonds,10 pieces (40 g),220,15g,18g,5g
Dark Chocolate Covered Almonds,1 oz (28 g),160,10g,14g,3g
Dark Chocolate Covered Almonds,10 pieces (30 g),170,15g,8g,4g
Dark Chocolate Covered Almonds,8 pieces (30 g),150,11g,14g,3g
Dark Chocolate Covered Almonds,7 pieces (30 g),150,9g,19g,2g
Dark Chocolate Covered Almonds (Bag),1 bag (71 g),360,27g,33g,8g
Dark Chocolate Covered Almonds,1 package (28 g),150,11g,14g,3g
Dark Chocolate Covered Almonds,1 serving (30 g),150,11g,15g,3g
Dark Chocolate Covered Almonds,8 pieces  (30 g),160,11g,15g,3g
Dark Chocolate Covered Almonds (Sugar Free),1.4 oz (40 g),190,17g,18g,3g
Dark Chocolate Covered Almonds,8 pieces (30 g),150,11g,15g,3g
Dark Chocolate Covered Almonds,1 oz (28 g),140,12g,9g,5g
Dark Chocolate Covered Banana,3 tbsp (28 g),120,5g,21g,1g
Dark Chocolate Covered Blueberries,1/4 cup (1.5 oz),210,10g,30g,2g
Dark Chocolate Covered Broken Almonds,1/4 cup (28 g),160,12g,12g,4g
Dark Chocolate Covered Caramels,2 pieces (24 g),90,4.5g,13g,1g
Dark Chocolate Covered Cherries,6 pieces (30 g),130,7g,19g,1g
Dark Chocolate Covered Cashews,1/4 cup (40 g),210,15g,20g,3g
Dark Chocolate Covered Blueberries,1/4 cups (40 g),180,8g,26g,1g
Dark Chocolate Covered Cacao Nibs,3 tbsp (28 g),140,9g,16g,2g
Dark Chocolate Covered Banana Slices,1 serving (44 g),100,4.5g,14g,1g
Dark Chocolate Covered Cherries,2 pieces,150,3.5g,30g,1g
Dark Chocolate Covered Bavarian Pretzel,1 pretzel (29 g),130,6g,19g,2g
Dark Chocolate Covered Caramels,1 serving (28 g),110,8g,16g,2g
Dark Chocolate Covered Cherries,10 pieces (30 g),160,11g,12g,2g
Dark Chocolate Covered Cherries,5 pieces (32 g),140,7g,22g,1g
Dark Chocolate Covered Coconut,6 pieces (30 g),160,10g,15g,2g
Dark Chocolate Covered Cherry Shake,1 packet (30 g),100,1.5g,14g,11g
Dark Chocolate Covered Coconut,1 oz (28 g),130,8g,15g,1g
Dark Chocolate Covered Cherries,2 pieces  (28 g),100,4.5g,19g,1g
Dark Chocolate Covered Cherries,3 pieces (40 g),180,10g,26g,1g
Dark Chocolate Covered Cherries,5 pieces (30 g),150,7g,19g,2g
Dark Chocolate Covered Coconut Mango Bites,3 pieces (40 g),200,12g,23g,2g
Dark Chocolate Covered Coconut Almonds,7 pieces (30 g),160,11g,14g,3g
Dark Chocolate Covered Coconut,9 pieces (28 g),120,3g,22g,1g
Dark Chocolate Covered Cranberries,29 pieces (40 g),200,10g,27g,1g
Dark Chocolate Covered Cranberries,1/4 cup (38 g),180,11g,22g,2g
Dark Chocolate Covered Espresso Beans,1/4 cup,170,8g,22g,3g
Dark Chocolate Covered Espresso Beans,23 pieces (40 g),190,12g,21g,2g
Dark Chocolate Covered Coconut Brownies,1 piece (43 g),200,10g,24g,2g
Dark Chocolate Covered Cranberries,3 tbsp (40 g),210,11g,26g,1g
Dark Chocolate Covered Egg Matzo Crackers,3 pieces (42 g),200,11g,27g,2g
Dark Chocolate Covered Espresso Roasted Coffee Beans,1 oz (28 g),140,8g,17g,1g
Dark Chocolate Covered Espresso Beans,22 pieces (30 g),140,9g,19g,2g
Dark Chocolate Covered Espresso Beans,1 serving (50 g),260,15g,29g,3g
Dark Chocolate Covered Figs,1 fig,80,4g,13g,1g
Dark Chocolate Covered Ginger,1/4 cup (30 g),140,6g,21g,1g
Dark Chocolate Covered Fruit Bars Creamy Strawberry,1 bar (78 g),130,6g,18g,2g
Dark Chocolate Covered Freeze Dried Bananas,1/4 cup (30 g),140,9g,19g,2g
Dark Chocolate Covered Freeze-Dried Strawberries,1/4 cup (30 g),140,9g,18g,2g
Dark Chocolate Covered Gingerbread Hearts,2 cookies (30 g),100,2g,21g,1g
Dark Chocolate Covered Gingerbread Assortment,1 cookie (28 g),110,2.5g,19g,2g
Dark Chocolate Covered Goji Berries,1.4 oz (40 g),180,13g,21g,3g
Dark Chocolate Covered Joe-Joe's with Vanilla Bean Cream,1 cookie (26 g),150,8g,18g,1g
Dark Chocolate Covered Goji Berries,3 tbsp (28 g),120,6g,18g,1g
Dark Chocolate Covered Hazelnuts,10 pieces (30 g),190,17g,6g,3g
Dark Chocolate Covered Honey Grahams with Sea Salt,3 pieces (35 g),170,9g,22g,2g
Dark Chocolate Covered Macadamia Nuts,12 pieces,250,19g,17g,3g
Dark Chocolate Covered Marshmallow Pumpkin,1 pumpkin (28 g),120,3g,21g,1g
Dark Chocolate Covered Macadamia Nuts,2 pieces (21 g),110,8g,11g,1g
Dark Chocolate Covered Jumbo Almonds,11 pieces (41 g),210,16g,19g,5g
Dark Chocolate Covered Jumbo Cashews,11 pieces (41 g),210,15g,20g,4g
Dark Chocolate Covered Marshmallows,3 pieces (30 g),120,3g,22g,1g
Dark Chocolate Covered Mangos,2 pieces (28 g),120,4g,20g,1g
Dark Chocolate Covered Mixed Nuts,1/4 cup (40 g),230,15g,20g,4g
Dark Chocolate Covered Macadamia Nuts,7 pcs (30 g),150,12g,16g,2g
Dark Chocolate Covered Mini Pretzels,5 pretzels (28 g),140,7g,19g,2g
Dark Chocolate Covered Peanut Clusters,3 pieces (43 g),230,15g,22g,5g
Dark Chocolate Covered Peanut Butter Wafer Cookies,4 cookies (26 g),160,11g,16g,4g
Dark Chocolate Covered Mini Pretzels,5 pieces (28 g),120,5g,20g,2g
Dark Chocolate Covered Goji Berry,1/4 cup (40 g),180,7g,29g,1g
Dark Chocolate Covered Peaberry Coffee Beans,1/4 cup (40 g),190,15g,19g,3g
Dark Chocolate Covered Peanuts,1/4 cup (40 g),210,15g,18g,5g
Dark Chocolate Covered Peppermint Joe Joes,1 cookie (29 g),140,7g,17g,1g
Dark Chocolate Covered Peppermint Patties,3 pieces (36 g),150,3g,33g,1g
Dark Chocolate Covered Pecans,6 pieces (1.5 oz),240,19g,19g,2g
Dark Chocolate Covered Peppermint Patties,1 piece (39 g),140,2.5g,31g,0g
Dark Chocolate Covered Peppermint Cremes,3 pieces (40 g),170,5g,31g,1g
Dark Chocolate Covered Pink Peppermint Patties,3 patties (41 g),150,3g,33g,1g
Dark Chocolate Covered Powerberries,1/4 cup (40 g),180,7g,29g,1g
Dark Chocolate Covered Pretzel Slims,5 crackers (28 g),140,5g,20g,2g
Dark Chocolate Covered Potato Chips,3 chips (1 oz),160,9g,16g,2g
Dark Chocolate Covered Pomegranate Seeds,1/4 cup (28 g),130,5g,20g,1g
Dark Chocolate Covered Pistachios,1 oz (28 g),150,10g,15g,3g
Dark Chocolate Covered Pomegranate,13 pieces (31 g),120,4.5g,21g,1g
Dark Chocolate Covered Pretzel Pieces,1/3 cup (28 g),140,7g,19g,2g
Dark Chocolate Covered Raisins,26 pieces (30 g),120,6g,20g,1g
Dark Chocolate Covered Pretzels,8 pieces (28 g),140,6g,20g,2g
Dark Chocolate Covered Raisins,1.1 oz (31 g),130,7g,20g,1g
Dark Chocolate Covered Pretzels,6 pretzels  (21 g),100,6g,10g,2g
Dark Chocolate Covered Pretzels,3.5 oz (28 g),130,7g,18g,1g
Dark Chocolate Covered Pretzels,5 pieces (28 g),120,5g,20g,2g
Dark Chocolate Covered Salted Almonds,1/3 box (28 g),150,12g,12g,3g
Dark Chocolate Covered Raisins,34 pieces (40 g),170,8g,26g,1g
Dark Chocolate Covered Sea Salt Cashews,8 pieces (30 g),160,11g,15g,3g
Dark Chocolate Covered Strawberries,1 packet (35 g),60,4g,6g,1g
Dark Chocolate Cranberries,22 pieces (40 g),180,9g,28g,1g
Dark Chocolate Covered Strawberries,5 pieces (40 g),170,8g,28g,1g
Dark Chocolate Cranberry Blend,1/3 cup (44 g),190,10g,26g,3g
Dark Chocolate Cranberries,9 pieces (28 g),120,7g,19g,1g
Dark Chocolate Covered Strawberries,1 strawberry,40,2g,6g,0g
Dark Chocolate Covered Wafers,3 pieces,180,12g,16g,2g
Dark Chocolate Cranberry Almond,1 bar (38 g),180,9g,21g,5g
Dark Chocolate Covered Strawberry Pieces,6 pieces (38 g),100,3.5g,15g,1g
Dark Chocolate Crisps,12 pieces (42 g),220,13g,22g,3g
Dark Chocolate Cranberry Trail Mix,1/4 cup (30 g),160,9g,14g,4g
Dark Chocolate Creme Mints,5 pieces (40 g),180,9g,28g,1g
Dark Chocolate Covered Sea Salt Caramels,2 pieces (41 g),180,8g,28g,2g
Dark Chocolate Cranberry Trail Mix,3 tbsp (30 g),120,4g,21g,1g
Dark Chocolate Cranberry Raisin Trail Mix,1/4 cup (34 g),160,7g,21g,2g
Dark Chocolate Crunch,1 bar (45 g),180,6g,20g,13g
Dark Chocolate Crispy Gems,36 pieces (30 g),140,8g,19g,2g
Dark Chocolate Dessert,1 pot (125 g),115,2.9g,14.7g,3g
Dark Chocolate Dairy-Free Sorbetto,2/3 cup (134 g),240,10g,40g,3g
Dark Chocolate Dessert Dip with Pretzels,1 serving (70 g),240,8g,39g,4g
Dark Chocolate Dipped Marshmallow,2 chicks (28 g),110,3g,23g,1g
Dark Chocolate Digestives,2 cookies (33 g),160,8g,21g,2g
Dark Chocolate Crunch Bar,1 bar (45 g),180,6g,21g,15g
Dark Chocolate Dream Bar,1 bar (55 g),200,3.5g,25g,19g
Dark Chocolate Delight,2 tbsp (32 g),180,13g,11g,6g
Dark Chocolate Dessert Hummus,2 tbsp (28 g),80,4.5g,10g,1g
Dark Chocolate Dipped Raspberry,4 marshmallows (30 g),120,3g,22g,2g
Dark Chocolate Dipped Cold Brew,4 marshmallows (30 g),120,2g,24g,1g
Dark Chocolate Dipped French Butter Cookies,2 cookies (27 g),140,7g,17g,2g
Dark Chocolate Drenched Milano Cookies,1 cookie (17 g),90,6g,10g,1g
Dark Chocolate Edamame,1/4 cup (40 g),200,11g,21g,7g
Dark Chocolate Drizzled Caramel Corn,1 oz (28 g),120,3.5g,22g,1g
Dark Chocolate Edamame,1/4 cup (30 g),150,8g,16g,4g
Dark Chocolate Crunchy Clusters,22 pieces (1.4 oz),190,10g,27g,2g
Dark Chocolate Drops,10 drops (39 g),180,12g,24g,2g
Dark Chocolate Drizzled Plantain Chips,1/2 cup (30 g),150,8g,19g,1g
Dark Chocolate Dominos,2 cookies (25 g),90,2.5g,17g,0g
Dark Chocolate Enrobed Strawberries,5 pieces (28 g),110,4g,19g,1g
Dark Chocolate Espresso Almonds,15 almonds (1 oz),150,12g,11g,5g
Dark Chocolate Espresso Beans,20 pieces (30 g),150,9g,19g,2g
Dark Chocolate Espresso Beans,32 pieces (40 g),210,12g,24g,3g
Dark Chocolate Espresso Beans,1/4 cup (46 g),240,14g,26g,3g
Dark Chocolate Espresso Bits,38 pieces (40 g),190,10g,27g,1g
Dark Chocolate Espresso Beans,1.4 oz (40 g),180,15g,18g,2g
Dark Chocolate Espresso Beans,30 pieces (40 g),210,14g,20g,1g
Dark Chocolate Espresso Beans,23 pieces (40 g),190,12g,21g,2g
Dark Chocolate Espresso Crunch,1 bar (46 g),180,10g,21g,10g
Dark Chocolate Espresso Beans,20 pieces (40 g),186,12g,21g,1g
Dark Chocolate Espresso Beans,11 pieces (30 g),150,10g,16g,2g
Dark Chocolate Espresso Truffle Bar,1/2 bar (4 squares) (35 g),180,12g,18g,2g
Dark Chocolate Filled with Chocolate Buttercream,1 bar (1.5 oz),230,17g,19g,2g
Dark Chocolate Espresso Trail Mix,1/4 cup (38 g),210,15g,18g,3g
Dark Chocolate Espresso Cups,1 package (47 g),190,13g,21g,4g
Dark Chocolate Espresso Trail Mix,1/4 cup (38 g),210,15g,18g,3g
Dark Chocolate Eggs,4 pieces (29 g),150,9g,17g,2g
Dark Chocolate Fat Bomb,1 bar (28.35 g),110,10g,14g,3g
Dark Chocolate Enrobed Mandarins,6 pieces (28 g),110,5g,19g,1g
Dark Chocolate Fingers,6 cookies (31 g),160,8g,20g,2g
Dark Chocolate Filled with Speculoos Cookie Spread,1 bar (45 g),260,17g,22g,2g
Dark Chocolate Filled with Cocoa Cream Cocoa Nibs & Hazelnuts,5 pieces (28 g),160,10g,15g,2g
Dark Chocolate Filled with Raspberry,1 bar (43 g),220,11g,28g,3g
Dark Chocolate Flapjack (53g),1/2 cup (53 g),190,2g,30g,14g
Dark Chocolate Fudge Brownie Mix,1/20 package mix (28 g),160,7g,25g,2g
Dark Chocolate Flapjack (50g),1/3 cup (50 g),180,3.5g,29g,12g
Dark Chocolate Foil Eggs,6 pieces (43 g),240,14g,25g,3g
Dark Chocolate Flavored Greek Yogurt Coated Granola Bar,1 bar (40 g),170,8g,17g,10g
Dark Chocolate Fudge Brownies,1/18 package (29 g),170,7g,25g,2g
Dark Chocolate Fruit & Nut Bars,1 bar (39 g),180,9g,22g,4g
Dark Chocolate Fruit & Nut Trail Mix,1/4 cup (30 g),170,13g,12g,4g
Dark Chocolate French Pudding,1 jar (100 g),210,14g,17g,5g
Dark Chocolate Flavored Melting Wafers,13 wafers (30 g),160,11g,17g,1g
Dark Chocolate Fudge Covered Wafer Sticks,1 package (22 g),100,6g,10g,5g
Dark Chocolate Fudge Creamy Home-Style Frosting,2 tbsp (35 g),130,6g,21g,0g
Dark Chocolate Ganache,1/6 cake (85 g),310,16g,42g,3g
Dark Chocolate Fudge Squares,3 pieces (35 g),130,10g,21g,2g
Dark Chocolate Ganache,4 pieces (31 g),180,12g,17g,2g
Dark Chocolate Fusion,3 ccokies (33 g),170,9g,18g,2g
Dark Chocolate Gems,4 pieces (42 g),180,12g,22g,2g
Dark Chocolate Ginger,6 pieces (40 g),180,9g,25g,1g
Dark Chocolate Gems,2 tbsp (30 g),190,14g,14g,3g
Dark Chocolate Ganache Heart,4 pieces (31 g),170,12g,15g,2g
Dark Chocolate Ginger Cranberry Coconut Clusters,4 pieces (28 g),140,11g,10g,2g
Dark Chocolate Ginger Cookies,2 pieces (30 g),150,8g,19g,1g
Dark Chocolate Grahams,1 cookie (28 g),140,7g,19g,1g
Dark Chocolate Graham Crackers,1 square (28 g),130,8g,17g,1g
Dark Chocolate Goji Berries,1 oz (28 g),120,5g,18g,2g
Dark Chocolate Goji Berries,26 pieces (40 g),190,11g,27g,3g
Dark Chocolate Goji with Raspberry,1/4 cup (40 g),170,8g,28g,1g
Dark Chocolate Granola,1/3 cup (30 g),150,13g,10g,4g
Dark Chocolate Hazelnut Almond,1 bar (26 g),120,6g,17g,2g
Dark Chocolate Hazelnut,1 bar (40 g),230,14g,22g,3g
Dark Chocolate Hazelnut Butter Granola,1/2 cup (56 g),270,14g,32g,7g
Dark Chocolate Granola Bar,1 bar (24 g),100,4g,15g,3g
Dark Chocolate Granola,1/2 cup (28 g),110,5g,14g,2g
Dark Chocolate Granola Bar,1 bar (24.8 g),100,3g,19g,1g
Dark Chocolate Granola,1/2 cup (50 g),250,17g,22g,5g
Dark Chocolate Granola with Protein,2/3cup,260,7g,39g,10g
Dark Chocolate Hazelnut Granola,2/3 cup (60 g),270,8g,39g,12g
Dark Chocolate Hearts,4 hearts (33 g),160,11g,20g,2g
Dark Chocolate Hazelnut Truffle,8 blocks  (1 oz),160,12g,14g,2g
Dark Chocolate Hazelnuts,10 pieces (30 g),190,15g,7g,4g
Dark Chocolate Hearts with Rich Truffle Filling,3 pieces (40 g),190,12g,18g,2g
Dark Chocolate Honeycomb,3 pieces (1.3 oz),150,6g,24g,1g
Dark Chocolate High Protein Bar,1 bar (2.1 oz),230,7g,26g,20g
Dark Chocolate Honey Mints,3 pieces (33 g),140,6g,21g,1g
Dark Chocolate Himalayan Salted Almonds,11 pieces (30 g),170,13g,11g,4g
Dark Chocolate Honeycomb (30g),2 pieces (30 g),130,5g,24g,1g
Dark Chocolate Himalayan Sea Salt,1 serving (30 g),140,14g,12g,2g
Dark Chocolate Hearts,4 hearts (28 g),150,9g,17g,1g
Dark Chocolate Hot Cocoa Mix (26g),1 envelope (26 g),100,3g,19g,1g
Dark Chocolate Hot Cocoa,1 k-cup (15 g),60,1.5g,11g,1g
Dark Chocolate Hot Cocoa,4 tbsp,170,4g,33g,3g
Dark Chocolate Hot Cocoa Mix,3 tbsp (34 g),110,3g,27g,2g
Dark Chocolate Hot Cocoa Mix (20g),1 envelope (20 g),80,1g,17g,0g
Dark Chocolate Hot Cocoa,1 packet (20 g),50,2.5g,11g,2g
Dark Chocolate Hot Cocoa Mix,1 envelope  (35 g),150,3.5g,28g,2g
Dark Chocolate Hazelnut Granola,3/4 cup (55 g),240,8g,39g,6g
Dark Chocolate Hot Fudge,2 tbsp (1 oz),100,4g,16g,0g
Dark Chocolate Hummus,2 tbsp (28 g),50,1.5g,9g,1g
Dark Chocolate Hummus,2 tbsp (28 g),60,3g,9g,1g
Dark Chocolate Hummus,2 tbsp (30 g),80,5g,9g,1g
Dark Chocolate Hummus (Container),1 container (57 g),100,3g,18g,3g
Dark Chocolate Hummus with Pretzels,1 package (85 g),270,9g,44g,5g
Dark Chocolate Hummus,2 tbsp (28 g),60,3g,9g,1g
Dark Chocolate Ice Blended - 12 oz,1 serving (12 oz),290,6g,53g,9g
Dark Chocolate Ice Blended - 16 oz,1 serving (16 oz),380,8g,70g,11g
Dark Chocolate Ice Blended - 24 oz,1 serving (24 oz),560,12g,104g,16g
Dark Chocolate Hummus,2 tbsp (28 g),80,4g,11g,1g
Dark Chocolate Ice Cream Bar,1 bar (85 g),250,15g,28g,3g
Dark Chocolate Ice Cream (Like It),1 serving (142 g),340,20g,35g,6g
Dark Chocolate Ice Cream Bar,1 bar (70 g),180,16g,11g,3g
Dark Chocolate Ice Blended - 32 oz,1 serving (32 oz),750,17g,140g,23g
Dark Chocolate Hummus,2 tbsp (28 g),80,4.5g,10g,1g
Dark Chocolate Hummus,2 tbsp (28 g),80,4g,11g,1g
Dark Chocolate Ice Cream (Kids),1 serving (85 g),200,12g,21g,4g
Dark Chocolate Ice Cream (Love It),1 serving (227 g),540,32g,57g,10g
Dark Chocolate Ice Cream (Gotta Have It),1 serving (340 g),810,48g,85g,15g
Dark Chocolate Imported from Belgium,1 bar (50 g),290,18g,29g,3g
Dark Chocolate Intense Dark 72%,3 squares (32 g),170,15g,14g,2g
Dark Chocolate Iced Coffee - 24 oz,1 serving (24 oz),250,6g,48g,5g
Dark Chocolate Intense Mint,4 squares (40 g),190,13g,24g,2g
Dark Chocolate Limoncello,4 pieces,210,12g,23g,2g
Dark Chocolate Leather,1 bar (14 g),60,2g,10g,0g
Dark Chocolate Keto Nuggets Coconut,1 oz (28 g),150,13g,9g,3g
Dark Chocolate Iced Coffee - 32 oz,1 serving (32 oz),330,8g,64g,6g
Dark Chocolate Keto Clusters,1/2 cup (28 g),150,13g,9g,3g
Dark Chocolate Latte - 12 oz,1 serving (12 oz),270,4g,47g,14g
Dark Chocolate Latte - 20 oz,1 serving (20 oz),490,8g,87g,22g
Dark Chocolate Macadamias,9 pieces  (37 g),220,15g,19g,2g
Dark Chocolate Iced Coffee - 12 oz,1 serving (12 oz),120,3g,24g,2g
Dark Chocolate Iced Coffee - 16 oz,1 serving (16 oz),170,4g,32g,3g
Dark Chocolate M&M's,1/4 cup (42 g),210,10g,29g,2g
Dark Chocolate Macaroon Granola,1/4 cup (30 g),150,6g,20g,2g
Dark Chocolate Macaroon Granola,1/2 cup (30 g),130,5g,20g,3g
Dark Chocolate M&M's (1 oz),34 pieces (1 oz),140,6g,19g,1g
Dark Chocolate Latte - 16 oz,1 serving (16 oz),380,6g,67g,18g
Dark Chocolate M&M's (Package),1 pack (47.9 g),240,11g,33g,2g
Dark Chocolate Mango Coconut Crisp,1/2 bar (45 g),220,13g,28g,2g
Dark Chocolate Marshmallow Bar,1 bar (38 g),150,5g,19g,10g
Dark Chocolate Melting Wafers,13 wafers (30 g),160,10g,17g,1g
Dark Chocolate Miniatures,5 pieces,200,12g,22g,2g
Dark Chocolate Mini Chunks,1 tbsp (14 g),80,5g,7g,1g
Dark Chocolate Mini Graham Crackers,9 pieces (40 g),190,8g,28g,2g
Dark Chocolate Marshmallow Heart,1 piece,140,4.5g,24g,1g
Dark Chocolate Macchiato Square,2 squares (30 g),140,8g,19g,1g
Dark Chocolate Mini Chunks,1 tbsp (15 g),70,5g,8g,1g
Dark Chocolate Minis,5 pieces  (38 g),180,13g,22g,2g
Dark Chocolate Mini Heart Cookies,4 cookies (30 g),140,6g,21g,2g
Dark Chocolate Milk,1 can (325 ml),100,1g,15g,20g
